image_id,camera_setup_id,session_id,landmark_id,x_px,y_px,relative_height_ft,pole_depth_ft,band_definition,annotation_status
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_05,280.1935483870968,559.3709677419355,4.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_06,282.3968253968254,519.7777777777778,5.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_07,284.7014925373134,478.955223880597,6.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_08,287.5660377358491,438.4528301886792,7.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_09,290.64444444444445,397.4,8.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_10,293.5833333333333,355.75,9.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_11,296.675,313.925,10.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_12,299.47727272727275,271.6136363636364,11.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_13,303.0,229.79545454545453,12.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-08-11-43.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-08 11:43:00,band_14,306.1304347826087,187.7608695652174,13.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_01,280.8928571428572,555.0357142857143,0.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_02,281.53061224489795,515.3673469387755,1.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_03,283.89473684210526,474.7894736842105,2.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_04,286.62068965517244,434.1034482758621,3.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_05,289.76,393.2,4.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_06,292.9,351.3,5.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_07,295.94117647058823,309.3529411764706,6.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_08,298.7,267.0,7.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_09,302.5,224.5,8.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-15-11-40.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-15 11:40:00,band_10,305.6666666666667,182.66666666666663,9.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-22-11-46.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-22 11:46:00,band_01,284.2894736842105,436.4736842105263,0.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-22-11-46.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-22 11:46:00,band_02,286.0731707317073,395.4390243902439,1.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-22-11-46.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-22 11:46:00,band_03,289.3243243243243,353.3243243243243,2.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-22-11-46.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-22 11:46:00,band_04,291.9761904761905,310.2142857142857,3.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-22-11-46.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-22 11:46:00,band_05,295.72727272727275,265.8181818181818,4.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-22-11-46.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-22 11:46:00,band_06,299.3076923076923,221.48717948717947,5.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-22-11-46.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-22 11:46:00,band_07,302.55555555555554,176.36111111111111,6.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-29-11-50.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-29 11:50:00,band_01,264.90625,752.3229166666666,0.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-29-11-50.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-29 11:50:00,band_02,255.78220858895705,719.4539877300614,1.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-29-11-50.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-29 11:50:00,band_03,258.4166666666667,675.3125,2.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-29-11-50.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-29 11:50:00,band_04,258.0857142857143,633.2464285714286,3.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-29-11-50.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-29 11:50:00,band_05,253.6,598.6,4.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-29-11-50.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-29 11:50:00,band_06,254.92156862745097,549.6862745098039,5.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-07-29-11-50.QPSRM.000033006983,25-W571.UFMu-03509,2025-07-29 11:50:00,band_07,249.8,501.5,6.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-08-05-11-38.QPSRM.000033006983,25-W571.UFMu-03509,2025-08-05 11:38:00,band_01,73.6096256684492,817.3582887700535,0.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-08-05-11-38.QPSRM.000033006983,25-W571.UFMu-03509,2025-08-05 11:38:00,band_02,73.71861471861472,798.9047619047619,1.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-08-05-11-38.QPSRM.000033006983,25-W571.UFMu-03509,2025-08-05 11:38:00,band_03,68.57142857142857,779.8571428571429,2.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-08-05-11-38.QPSRM.000033006983,25-W571.UFMu-03509,2025-08-05 11:38:00,band_04,74.16078431372549,761.3019607843137,3.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-08-05-11-38.QPSRM.000033006983,25-W571.UFMu-03509,2025-08-05 11:38:00,band_05,72.9144385026738,742.6363636363636,4.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-08-05-11-38.QPSRM.000033006983,25-W571.UFMu-03509,2025-08-05 11:38:00,band_06,64.70588235294117,723.5882352941177,5.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-08-05-11-38.QPSRM.000033006983,25-W571.UFMu-03509,2025-08-05 11:38:00,band_07,74.09540636042402,705.0459363957597,6.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-08-05-11-38.QPSRM.000033006983,25-W571.UFMu-03509,2025-08-05 11:38:00,band_08,73.48728813559322,685.5677966101695,7.0,,center,automated_candidate_unverified
25-W571.UFMu-03509.2025-08-05-11-38.QPSRM.000033006983,25-W571.UFMu-03509,2025-08-05 11:38:00,band_09,69.0,669.9444444444445,8.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_01,339.6835443037975,831.0,0.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_02,339.77777777777777,789.6,1.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_03,340.0126582278481,749.4810126582279,2.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_04,339.9012345679012,708.604938271605,3.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_05,339.448717948718,668.8076923076923,4.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_06,338.19148936170217,628.4255319148937,5.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_07,338.17857142857144,588.9047619047619,6.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_08,337.3068181818182,548.4772727272727,7.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_09,336.2096774193548,508.8709677419355,8.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_10,334.95652173913044,469.1304347826087,9.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_11,333.6875,429.8125,10.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_12,331.8412698412698,390.1428571428572,11.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_13,330.3448275862069,350.6551724137931,12.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-16-11-47.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-16 11:47:00,band_14,328.2333333333333,311.2,13.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-27-11-44.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-27 11:44:00,band_01,345.36619718309856,534.8591549295775,0.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-27-11-44.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-27 11:44:00,band_02,346.05172413793105,495.0517241379311,1.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-27-11-44.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-27 11:44:00,band_03,347.5660377358491,456.0566037735849,2.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-27-11-44.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-27 11:44:00,band_04,348.8360655737705,417.0,3.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-27-11-44.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-27 11:44:00,band_05,350.0,378.1276595744681,4.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-27-11-44.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-27 11:44:00,band_06,351.32142857142856,339.05357142857144,5.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-06-27-11-44.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-06-27 11:44:00,band_07,352.6779661016949,300.1864406779661,6.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-04-11-38.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-04 11:38:00,band_01,319.34615384615387,585.5,0.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-04-11-38.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-04 11:38:00,band_02,330.2631578947368,536.5263157894736,1.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-04-11-38.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-04 11:38:00,band_03,331.2142857142857,496.8333333333333,2.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-04-11-38.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-04 11:38:00,band_04,332.5757575757576,457.5757575757576,3.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-04-11-38.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-04 11:38:00,band_05,333.97222222222223,418.6111111111111,4.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-04-11-38.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-04 11:38:00,band_06,335.5757575757576,379.5757575757576,5.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-04-11-38.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-04 11:38:00,band_07,336.8709677419355,340.4193548387097,6.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-04-11-38.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-04 11:38:00,band_08,338.6333333333333,301.6333333333333,7.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-11-11-43.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-11 11:43:00,band_01,348.0,562.6,0.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-11-11-43.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-11 11:43:00,band_02,343.64473684210526,535.8815789473684,1.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-11-11-43.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-11 11:43:00,band_03,344.0,496.0845070422535,2.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-11-11-43.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-11 11:43:00,band_04,345.36764705882354,457.13235294117646,3.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-11-11-43.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-11 11:43:00,band_05,346.5733333333333,418.14666666666665,4.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-11-11-43.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-11 11:43:00,band_06,348.0,379.0845070422535,5.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-11-11-43.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-11 11:43:00,band_07,349.5,340.0,6.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-11-11-43.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-11 11:43:00,band_08,350.6865671641791,301.179104477612,7.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-11-11-43.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-11 11:43:00,band_09,352.0,268.9230769230769,8.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-18-11-50.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-18 11:50:00,band_01,346.36507936507934,536.4444444444445,0.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-18-11-50.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-18 11:50:00,band_02,347.0,497.0,1.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-18-11-50.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-18 11:50:00,band_03,348.44615384615383,458.04615384615386,2.0,,center,automated_candidate_unverified
25-BR546.UFMu-00589.2025-07-18-11-50.NJ3HL.000030110930,25-BR546.UFMu-00589,2025-07-18 11:50:00,band_04,349.81481481481484,418.72222222222223,3.0,,center,automated_candidate_unverified
