camera_id,plant_number,plant_id,plant_uid,capture_datetime,date,days_after_first_image,filename,status,measurement_used,image_measurement_cm,measurement_sd_cm,measurement_qc,bayesian_height_cm,height_95_low_cm,height_80_low_cm,height_median_cm,height_80_high_cm,height_95_high_cm,posterior_sd_cm,growth_cm_day,growth_sd_cm_day,predictive_mean_before_image_cm,predictive_sd_before_image_cm,outlier_posterior_probability,effective_sample_size,detection_confidence,candidate_index,x_top_px,y_top_px,x_root_px,raw_y_root_px,prior_updated_y_root_px,calibration_reference_image,vertical_extrapolation_band_units
C-004,3,P3,C-004_P3,2021-07-30 12:00:00,2021-07-30,28.0,C-004_2021-07-30.JPG,measured,True,126.91533968823242,12.753347444986488,pass,130.95452583658448,104.60414361881453,113.07338926756607,129.76634849179476,148.16642419615286,165.04405606693655,16.377108389970452,2.778345798201084,2.2508577088964317,174.21314766916265,48.95886355540041,0.05693327190784778,1207.7533472398402,0.8853482007980347,0,339.8614196777344,467.642578125,350.23138427734375,759.0123901367188,772.8111572265625,fixed_scale,0.0
C-004,3,P3,C-004_P3,2021-08-06 12:00:00,2021-08-06,35.0,C-004_2021-08-06.JPG,measured,True,125.5968993328247,13.441496961488388,pass,129.34977655230355,103.72749982230856,112.52841139323861,128.75321984874694,145.7359712550091,156.62954680306072,13.839766834239152,2.01195545520443,2.144104124652263,150.10644023176184,35.043601707302955,0.040744202829521445,2188.134273182513,0.7970163226127625,2,336.4834899902344,462.4318542480469,349.56982421875,756.04931640625,764.4302368164062,fixed_scale,0.0
C-004,4,P4,C-004_P4,2021-07-02 12:00:00,2021-07-02,0.0,C-004_2021-07-02.JPG,measured,True,51.39827041113281,13.330710502311696,pass,51.36524410356522,25.15830789310045,34.333576612578824,51.29978623937496,68.78065575522379,78.47520212962912,13.487254259333998,1.4344307355412491,5.7617761201480215,,,,5000.0,0.8103187680244446,2,414.76287841796875,688.4056396484375,426.9410705566406,811.9930419921875,811.9930419921875,fixed_scale,0.0
C-004,4,P4,C-004_P4,2021-07-11 12:00:00,2021-07-11,9.0,C-004_2021-07-11.JPG,measured,True,94.70667730902099,13.22697747195659,pass,91.71257211334782,54.045252499220396,73.83301896757584,92.68579959654181,110.27466724052162,120.7197529444197,17.77897608572149,3.6379829012939853,3.823005600974321,66.43606537686162,56.87452023208175,0.0626459615878709,1137.4839954138567,0.8230785131454468,2,417.1979675292969,569.0589599609375,427.1318664550781,781.5702514648438,796.7816467285156,fixed_scale,0.0
C-004,4,P4,C-004_P4,2021-07-18 12:00:00,2021-07-18,16.0,C-004_2021-07-18.JPG,measured,True,121.84200135525512,13.457499926799626,pass,121.69953697644559,93.95936918994387,104.56260076229896,121.96755596327978,138.7943186230292,147.9899895196049,14.392475504583864,4.00291361678317,2.735649929300058,117.30366964420811,43.86017634093903,0.04031518113378845,2192.4826655121315,0.7951219081878662,4,419.1417541503906,497.5635070800781,432.57025146484375,784.2847900390625,790.5332183837891,fixed_scale,0.0
C-004,4,P4,C-004_P4,2021-07-30 12:00:00,2021-07-30,28.0,C-004_2021-07-30.JPG,measured,True,136.0391338983612,13.730043887996212,pass,139.58901022578053,110.60731052209373,120.88891336129808,139.1833677888595,157.72746864833252,170.68793140195723,16.208619693293585,2.726684751083287,2.278085371800624,169.53399982505175,50.27003948489182,0.051514300079819136,1553.0177920879569,0.7638685703277588,4,415.7245178222656,448.2611999511719,420.63818359375,760.2027587890625,775.3679885864258,fixed_scale,0.0
C-004,4,P4,C-004_P4,2021-08-06 12:00:00,2021-08-06,35.0,C-004_2021-08-06.JPG,measured,True,139.7893152733078,14.484064206530842,pass,143.1869987364596,115.60879025205936,125.39512829576346,143.4857509634457,160.47258811033498,171.29222085534118,14.41388748741394,2.1258222498059975,2.091311274757061,157.79660719067732,34.42963650831748,0.03923971950524432,2486.8420419719764,0.6864068508148193,4,416.9489440917969,433.4791564941406,421.4029541015625,763.8385620117188,769.6032752990723,fixed_scale,0.0
C-004,5,P5,C-004_P5,2021-07-02 12:00:00,2021-07-02,0.0,C-004_2021-07-02.JPG,measured,True,25.312491189941404,51.40260777831667,pass,36.33673643558845,0.0,0.0,26.87855530133035,92.36308186810037,127.54544352677543,38.41813655586335,1.418444179315375,5.564785297897805,,,,5000.0,0.05449945852160454,5,487.02880859375,744.576171875,495.662353515625,805.440185546875,805.440185546875,fixed_scale,0.0
C-004,5,P5,C-004_P5,2021-07-11 12:00:00,2021-07-11,9.0,C-004_2021-07-11.JPG,prediction_only_no_matched_detection,False,,,no_detection,56.94860805971952,0.0,0.0,42.3657944577265,142.6258946512612,198.99965315376093,58.84551941347466,1.5430497477201777,5.460346572140285,56.94860805971952,58.84551941347466,,5000.0,,,,,,,,,
C-004,5,P5,C-004_P5,2021-07-18 12:00:00,2021-07-18,16.0,C-004_2021-07-18.JPG,measured,True,29.819196270568845,14.771382165912101,pass,24.06597984240094,0.0,0.0,24.81821420983588,46.337213918240764,58.98522313942014,18.971449512581636,-1.1053598831598364,2.743745245752458,75.61106797996862,85.75253504163194,0.05459966447778705,1688.6199325813393,0.6599639654159546,5,488.40533447265625,729.2322387695312,492.0101623535156,796.4251098632812,800.9326477050781,fixed_scale,0.0
C-004,5,P5,C-004_P5,2021-07-30 12:00:00,2021-07-30,28.0,C-004_2021-07-30.JPG,measured,True,42.45275521316528,12.90397554255886,pass,39.188062893542494,0.0,20.615265494716965,39.65569083586049,56.78689758624632,66.6584509706971,15.610567027015831,-0.1064792232875719,2.4809176755692532,27.38453297053616,37.59655526695338,0.06498158327956902,1396.386831311792,0.8647994995117188,1,478.2784118652344,695.1182250976562,498.6429138183594,793.4595336914062,797.1960906982422,fixed_scale,0.0
C-004,5,P5,C-004_P5,2021-08-06 12:00:00,2021-08-06,35.0,C-004_2021-08-06.JPG,measured,True,43.00407894136047,13.313764343812629,pass,42.23330217508422,15.28036350552511,25.284454015900277,42.36309912394947,59.096717489772935,68.32578184329029,13.538450225918655,0.05333512848589493,2.2624469098827316,40.892316385639184,31.593051366936763,0.038120464906181636,2469.2988711622384,0.8123828768730164,1,476.94818115234375,686.7982177734375,492.9081115722656,783.2073974609375,790.2017440795898,fixed_scale,0.0
C-004,6,P6,C-004_P6,2021-07-02 12:00:00,2021-07-02,0.0,C-004_2021-07-02.JPG,measured,True,43.296946172241206,13.070995728737055,pass,43.10872769843709,17.976622200571878,26.262697326832903,43.098358555606076,59.93348458663717,68.54543300873904,12.977571962166326,1.3630716327802093,5.609920112389605,,,,5000.0,0.8428400158882141,1,565.8939819335938,710.3004150390625,576.43115234375,814.4081420898438,814.4081420898438,fixed_scale,0.0
C-004,6,P6,C-004_P6,2021-07-11 12:00:00,2021-07-11,9.0,C-004_2021-07-11.JPG,measured,True,70.35772473443603,12.611528484057278,pass,68.39162193111089,36.16547208761183,51.323805630723264,68.47092527616199,85.68286013069711,95.96345308224369,16.186938251676743,1.8695583538383673,3.578216867583499,58.93569480148908,53.55917844181475,0.05803294087522538,1308.996029459301,0.9053719639778137,0,551.109130859375,637.33935546875,573.5209350585938,798.62158203125,806.5148620605469,fixed_scale,0.0
C-004,6,P6,C-004_P6,2021-07-18 12:00:00,2021-07-18,16.0,C-004_2021-07-18.JPG,measured,True,101.38413647756957,13.140627889127796,pass,98.83273597673505,71.83194713761753,82.35833192515238,98.80325325264793,115.5583114336314,125.25239363912301,14.212161578510207,3.1128728234100933,2.638591734475523,81.65952370114857,41.01740089934781,0.042081860645523224,2020.1761528996499,0.8339312672615051,2,573.1429443359375,554.3916015625,580.2520751953125,789.82568359375,798.1702728271484,fixed_scale,0.0
C-004,6,P6,C-004_P6,2021-07-30 12:00:00,2021-07-30,28.0,C-004_2021-07-30.JPG,measured,True,89.73473720680236,13.782222336625258,pass,94.48014850738525,66.20738131793769,76.71526994011593,92.80562134524024,112.63644302710703,128.65585726022664,16.51422169153447,1.4804819246563488,2.240817672396577,136.51925638165216,48.510892927214904,0.05574932956253471,1308.6539978737478,0.7580956220626831,5,571.4760131835938,577.1561889648438,580.0094604492188,787.6773681640625,792.9238204956055,fixed_scale,0.0
C-004,6,P6,C-004_P6,2021-08-06 12:00:00,2021-08-06,35.0,C-004_2021-08-06.JPG,measured,True,85.50080659815215,18.343212751790247,pass,90.27080191848492,58.44317390316151,69.21792557633621,90.32813416596194,111.11006198952394,123.55082933220227,16.728672248238215,0.9076889670513275,2.144060634227169,105.14410375574637,35.240712539474416,0.04026036041828566,2957.3712781097047,0.4279683828353882,5,562.8953247070312,581.6637573242188,577.6406860351562,781.5779418945312,787.2508811950684,fixed_scale,0.0
