row_id,source_xml,image_name,pole_label,annotation_status,top_x_px,top_y_px,ground_x_px,ground_y_px,polyline_length_px,physical_length_ft,physical_length_cm,physical_definition,label_definition
C-005,C-005.xml,C-005_2021-07-11.JPG,pole3,usable,218.8,438.6,217.0,533.7,95.11703317492616,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,C-005_2021-07-18.JPG,pole1,usable,425.6,433.8,416.5,738.5,304.83585747086903,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,C-005_2021-07-18.JPG,pole2,usable,92.5,423.9,94.0,579.4,155.50723455839602,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,C-005_2021-07-18.JPG,pole3,usable,205.1,432.9,203.5,535.8,102.91243850963787,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,C-005_2021-07-30.JPG,pole1,usable,423.6,432.1,414.7,732.0,300.0320316232918,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,C-005_2021-07-30.JPG,pole2,usable,90.8,421.9,92.5,578.0,156.10925661215612,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,C-005_2021-07-30.JPG,pole3,usable,203.71,431.58,201.75,537.38,105.81815345204245,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,C-005_2021-08-06.JPG,pole1,usable,424.8,429.0,415.8,727.2,298.33578397503715,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,C-005_2021-08-06.JPG,pole2,unusable,90.12,418.31,92.4,574.8,156.50660848667056,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,C-005_2021-08-06.JPG,pole3,usable,203.8,426.7,201.5,533.1,106.42485611923564,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,CO255.21-C-005_2021-07-12-10-21_CAM811.JPG,pole1,usable,433.8,440.3,425.3,745.5,305.31834206283776,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,CO255.21-C-005_2021-07-12-10-21_CAM811.JPG,pole2,usable,103.2,429.3,103.0,586.8,157.50012698407573,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-005,C-005.xml,CO255.21-C-005_2021-07-12-10-21_CAM811.JPG,pole3,usable,214.1,439.0,212.9,542.3,103.3069697551912,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,11430.21-C-009_2021-07-12-10-32_CAM374.JPG,pole1,usable,262.1,507.9,252.2,845.6,337.84508284123365,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,11430.21-C-009_2021-07-12-10-32_CAM374.JPG,pole2,usable,19.9,505.5,23.4,626.6,121.15056747700362,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,C-009_2021-07-11.JPG,pole1,usable,262.5,510.5,254.9,845.0,334.5863266781833,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,C-009_2021-07-11.JPG,pole2,usable,22.5,512.3,26.0,624.3,112.05467415507485,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,C-009_2021-07-18.JPG,pole1,usable,256.4,495.4,246.7,831.7,336.43986089641646,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,C-009_2021-07-18.JPG,pole2,usable,12.8,492.7,17.3,613.9,121.28351083308893,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,C-009_2021-07-30.JPG,pole1,usable,255.0,473.6,245.7,802.1,328.631617468557,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,C-009_2021-07-30.JPG,pole2,usable,11.6,465.9,17.5,587.5,121.74304908289427,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,C-009_2021-08-06.JPG,pole1,usable,253.9,468.1,244.5,801.3,333.33256666578495,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-009,C-009.xml,C-009_2021-08-06.JPG,pole2,usable,9.5,462.4,15.2,583.1,120.83451493675146,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-02.JPG,pole1,usable,426.9,447.2,430.7,789.1,341.921116633647,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-02.JPG,pole2,usable,60.6,457.2,63.9,620.9,163.7332586861936,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-02.JPG,pole3,usable,183.7,460.3,187.8,567.8,107.57815763434503,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-11.JPG,pole1,usable,428.1,443.3,432.5,786.0,342.7282451155726,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-11.JPG,pole2,usable,62.7,451.2,66.0,618.4,167.2325626186479,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-11.JPG,pole3,usable,186.4,455.8,189.4,563.3,107.54185231806261,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-18.JPG,pole1,usable,423.9,440.4,427.5,782.8,342.4189247106532,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-18.JPG,pole2,usable,57.2,449.1,60.2,614.1,165.0272704737008,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-18.JPG,pole3,unusable,180.5,454.0,184.9,559.8,105.89145385724001,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-30.JPG,pole1,usable,420.6,437.5,424.4,777.5,340.0212346310154,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-30.JPG,pole2,usable,53.8,446.1,58.9,609.9,163.8793763717692,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,C-010_2021-07-30.JPG,pole3,unusable,178.4,450.7,181.4,555.1,104.44309455392447,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,CO106.21-C-010_2021-07-12-12-11_CAM405.JPG,pole1,usable,424.2,443.6,428.4,785.1,341.5258262562291,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,CO106.21-C-010_2021-07-12-12-11_CAM405.JPG,pole2,usable,58.1,450.9,60.6,615.7,164.81896128783248,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-010,C-010.xml,CO106.21-C-010_2021-07-12-12-11_CAM405.JPG,pole3,usable,181.0,455.8,185.4,562.2,106.4909385816465,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,B73.21-C-011_2021-07-12-11-09_CAM397.JPG,pole1,usable,421.5,406.4,428.8,724.2,317.88383098232606,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,B73.21-C-011_2021-07-12-11-09_CAM397.JPG,pole2,usable,103.8,415.8,110.8,575.7,160.05314742297327,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,B73.21-C-011_2021-07-12-11-09_CAM397.JPG,pole3,usable,443.3,408.2,447.2,579.6,171.44436415350611,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,C-011_2021-07-11.JPG,pole1,usable,421.0,408.7,428.0,727.0,318.37696210624284,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,C-011_2021-07-11.JPG,pole2,usable,102.8,414.7,109.1,546.0,131.45105553018584,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,C-011_2021-07-11.JPG,pole3,usable,443.4,410.1,447.1,578.4,168.3406665069376,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,C-011_2021-07-18.JPG,pole1,usable,415.3,376.4,422.8,695.9,319.5880160456584,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,C-011_2021-07-18.JPG,pole2,usable,93.8,384.1,102.7,546.9,163.04309246331164,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,C-011_2021-07-18.JPG,pole3,unusable,438.2,379.1,441.8,535.5,156.441426738572,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,C-011_2021-07-30.JPG,pole1,usable,422.2,345.5,428.4,663.6,318.1604155139354,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,C-011_2021-07-30.JPG,pole2,unusable,99.7,354.6,111.7,514.4,160.24992979717646,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-011,C-011.xml,C-011_2021-07-30.JPG,pole3,unusable,444.7,354.1,448.5,519.5,165.4436459946407,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-02.JPG,pole1,usable,359.5,439.2,337.9,756.6,318.1341226589817,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-02.JPG,pole2,usable,98.2,434.7,93.3,544.2,109.60957987329398,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-02.JPG,pole3,usable,664.2,479.8,642.4,617.7,139.6124994404155,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-11.JPG,pole1,usable,365.4,429.0,345.5,740.4,312.03520634697617,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-11.JPG,pole2,usable,104.9,426.9,100.7,534.0,107.18232130346873,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-11.JPG,pole3,usable,669.6,470.1,646.0,616.6,148.38871250873498,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-18.JPG,pole1,usable,358.6,415.7,341.1,729.1,313.8882125853088,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-18.JPG,pole2,usable,97.4,415.6,93.6,516.3,100.77167260693844,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-18.JPG,pole3,usable,664.4,457.3,641.3,604.8,149.29789013914424,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-30.JPG,pole1,unusable,360.0,418.2,343.6,720.0,302.2452646444606,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-30.JPG,pole2,usable,100.3,411.8,96.6,519.5,107.76353743265854,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,C-021_2021-07-30.JPG,pole3,unusable,657.8,456.3,640.6,606.5,151.1816126385745,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,EP1.21-C-021_2021-07-12-10-08_CAM219.JPG,pole1,usable,361.7,423.9,342.7,721.2,297.9065121812547,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,EP1.21-C-021_2021-07-12-10-08_CAM219.JPG,pole2,usable,101.1,423.8,98.0,528.5,104.74588297398613,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-021,C-021.xml,EP1.21-C-021_2021-07-12-10-08_CAM219.JPG,pole3,unusable,666.5,467.0,645.1,613.4,147.95580421193347,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-02.JPG,pole1,unusable,427.8,498.6,422.2,823.0,324.4483317879751,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-02.JPG,pole2,usable,237.1,502.1,244.2,736.6,234.6074593869513,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-02.JPG,pole3,usable,177.4,506.8,176.0,735.6,228.8042831766923,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-11.JPG,pole1,usable,406.3,480.6,398.3,810.8,330.2968967459427,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-11.JPG,pole2,usable,213.8,483.9,224.5,716.7,233.04576803709617,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-11.JPG,pole3,usable,154.9,488.3,155.6,714.9,226.6010811977736,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-18.JPG,pole1,usable,403.3,475.9,396.7,808.4,332.56549730842494,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-18.JPG,pole2,usable,210.8,479.8,220.9,711.2,231.62031430770492,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-18.JPG,pole3,usable,150.8,484.6,151.6,713.0,228.40140104649095,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-30.JPG,pole1,usable,403.0,470.9,397.1,800.6,329.75278618989717,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-30.JPG,pole2,usable,210.2,476.0,221.3,709.4,233.66379693910648,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,C-024_2021-07-30.JPG,pole3,usable,151.0,480.4,152.1,707.2,226.8026675328137,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,I29.21-C-024_2021-07-12-11-51_CAM574.JPG,pole1,usable,403.4,477.5,396.4,808.8,331.37394285006775,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,I29.21-C-024_2021-07-12-11-51_CAM574.JPG,pole2,usable,211.4,481.6,221.6,716.0,234.6218233668812,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-024,C-024.xml,I29.21-C-024_2021-07-12-11-51_CAM574.JPG,pole3,usable,151.0,485.5,152.0,713.8,228.30219009023978,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-029,C-029.xml,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,pole1,usable,288.1,354.0,288.5,700.7,346.70023074696684,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-029,C-029.xml,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,pole2,unusable,54.4,375.8,66.8,636.1,260.59518414583187,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-029,C-029.xml,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,pole3,unusable,632.0,412.6,620.1,563.6,151.468181477167,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-029,C-029.xml,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,pole4,usable,526.5,408.6,520.2,508.8,100.3978585428992,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-029,C-029.xml,C-029_2021-07-02.JPG,pole1,usable,295.4,387.6,290.8,731.9,344.33072764422286,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-029,C-029.xml,C-029_2021-07-02.JPG,pole2,usable,61.6,405.8,67.2,665.0,259.26048676958084,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-029,C-029.xml,C-029_2021-07-02.JPG,pole3,usable,635.4,444.7,623.3,600.7,156.4685591420846,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-029,C-029.xml,C-029_2021-07-02.JPG,pole4,usable,530.2,439.9,522.9,544.8,105.15369703438864,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
C-029,C-029.xml,C-029_2021-07-11.JPG,pole1,usable,299.0,355.7,297.8,696.9,341.2021101927712,5.0,152.4,nominal vertical extent from pole ground contact to camera mounting/optical-center height,distinct visible 2021 camera-support pole; numeric label does not by itself encode depth
