camera,day,image,image_role,candidate_index,x_top,y_top,x_root,y_root,x_root_fraction,height_px,confidence,box_x1,box_y1,box_x2,box_y2,image_width,image_height
C_011,07_12,B73.21-C-011_2021-07-12-11-09_CAM397.JPG,installation_reference,2,294.3302917480469,535.3491821289062,311.34613037109375,755.2490844726562,0.4027763605117798,219.89990234375,0.7482240796089172,255.2559051513672,531.029296875,333.484375,774.4298706054688,773,1030
C_011,07_12,B73.21-C-011_2021-07-12-11-09_CAM397.JPG,installation_reference,3,373.2022705078125,555.4508056640625,382.85845947265625,762.1473388671875,0.4952890872955322,206.696533203125,0.7438298463821411,327.996337890625,555.9137573242188,416.447265625,777.2896728515625,773,1030
C_011,07_12,B73.21-C-011_2021-07-12-11-09_CAM397.JPG,installation_reference,4,452.67230224609375,569.133056640625,464.8077697753906,757.8538818359375,0.6013036966323853,188.7208251953125,0.7387711405754089,418.831298828125,567.7857666015625,488.8338928222656,777.4199829101562,773,1030
C_011,07_12,B73.21-C-011_2021-07-12-11-09_CAM397.JPG,installation_reference,5,226.8839874267578,557.0263061523438,242.47830200195312,766.65576171875,0.31368473172187805,209.62945556640625,0.6009877920150757,170.81004333496094,540.8206787109375,271.3555908203125,781.7291259765625,773,1030
C_011,07_12,B73.21-C-011_2021-07-12-11-09_CAM397.JPG,installation_reference,6,22.89566421508789,870.9047241210938,18.502498626708984,1020.1883544921875,0.023935962468385696,149.28363037109375,0.18205861747264862,0.0,844.2775268554688,85.46006774902344,1030.0,773,1030
C_029,07_12,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,installation_reference,0,72.84716033935547,516.3505249023438,87.16559600830078,730.3046875,0.11276273429393768,213.95416259765625,0.8424942493438721,29.367155075073242,501.6137390136719,120.71957397460938,744.3014526367188,773,1030
C_029,07_12,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,installation_reference,1,239.82101440429688,549.8633422851562,244.3225860595703,731.7241821289062,0.3160706162452698,181.86083984375,0.80873042345047,220.79014587402344,539.953125,267.7261657714844,744.2603759765625,773,1030
C_029,07_12,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,installation_reference,2,397.5757751464844,589.5641479492188,398.9079284667969,727.236083984375,0.5160516500473022,137.67193603515625,0.763056755065918,374.0714111328125,589.4837646484375,421.09417724609375,731.54541015625,773,1030
C_029,07_12,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,installation_reference,3,469.8537902832031,532.0730590820312,480.3565979003906,725.408935546875,0.6214186549186707,193.33587646484375,0.7560624480247498,431.91961669921875,528.0230102539062,526.9989624023438,734.9718017578125,773,1030
C_029,07_12,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,installation_reference,4,160.36923217773438,514.6634521484375,173.1134796142578,728.8536987304688,0.22395016252994537,214.19024658203125,0.7062656283378601,127.2203140258789,506.5521240234375,204.80734252929688,742.552734375,773,1030
C_029,07_12,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,installation_reference,5,325.5314636230469,524.4293212890625,327.6292724609375,739.71533203125,0.4238412380218506,215.2860107421875,0.6463741064071655,297.0152893066406,498.26422119140625,361.59185791015625,748.789306640625,773,1030
C_029,07_12,B73.21-C-029_2021-07-12-10-57_CAM573.JPG,installation_reference,6,0.0,521.375732421875,3.9757707118988037,721.9307861328125,0.005143299698829651,200.5550537109375,0.12711071968078613,0.0,494.469970703125,17.948394775390625,763.3399658203125,773,1030
C_004,07_02,C-004_2021-07-02.JPG,field_date_image,0,336.85748291015625,703.3905639648438,342.0998229980469,803.7361450195312,0.44256120920181274,100.3455810546875,0.8721646666526794,307.9544982910156,689.987548828125,371.2629089355469,808.703125,773,1030
C_004,07_02,C-004_2021-07-02.JPG,field_date_image,1,565.8939819335938,710.3004150390625,576.43115234375,814.4081420898438,0.7457065582275391,104.10772705078125,0.8428400158882141,542.788818359375,702.551025390625,601.3041381835938,815.421142578125,773,1030
C_004,07_02,C-004_2021-07-02.JPG,field_date_image,2,414.76287841796875,688.4056396484375,426.9410705566406,811.9930419921875,0.5523170232772827,123.58740234375,0.8103187680244446,382.331298828125,679.8513793945312,456.869873046875,812.6347045898438,773,1030
C_004,07_02,C-004_2021-07-02.JPG,field_date_image,3,196.0240478515625,673.9152221679688,194.9641571044922,807.7465209960938,0.25221753120422363,133.831298828125,0.8066590428352356,166.1412811279297,674.0576782226562,219.92813110351562,814.5997314453125,773,1030
C_004,07_02,C-004_2021-07-02.JPG,field_date_image,4,261.12603759765625,688.4221801757812,273.3077697753906,805.8880004882812,0.35356763005256653,117.4658203125,0.7548184394836426,226.69833374023438,678.3251953125,302.1099548339844,811.1682739257812,773,1030
C_004,07_02,C-004_2021-07-02.JPG,field_date_image,5,487.02880859375,744.576171875,498.09539794921875,805.440185546875,0.6443666219711304,60.864013671875,0.05449945852160454,470.3547058105469,731.0933227539062,495.662353515625,814.5740356445312,773,1030
C_004,07_11,C-004_2021-07-11.JPG,field_date_image,0,551.109130859375,637.33935546875,573.5209350585938,798.62158203125,0.7419416904449463,161.2822265625,0.9053719639778137,505.5851135253906,632.3934326171875,607.3690795898438,802.1337280273438,773,1030
C_004,07_11,C-004_2021-07-11.JPG,field_date_image,1,323.6988830566406,583.4647216796875,338.7779541015625,781.7328491210938,0.43826383352279663,198.26812744140625,0.8517339825630188,281.565185546875,584.0905151367188,366.3650817871094,799.8810424804688,773,1030
C_004,07_11,C-004_2021-07-11.JPG,field_date_image,2,417.1979675292969,569.0589599609375,427.1318664550781,781.5702514648438,0.5525638461112976,212.51129150390625,0.8230785131454468,382.8456115722656,564.6318969726562,464.07501220703125,800.551025390625,773,1030
C_004,07_11,C-004_2021-07-11.JPG,field_date_image,3,174.55079650878906,582.8215942382812,186.57391357421875,785.7897338867188,0.24136340618133545,202.9681396484375,0.8043078184127808,124.62284851074219,574.0601806640625,221.63172912597656,796.2550048828125,773,1030
C_004,07_11,C-004_2021-07-11.JPG,field_date_image,4,249.00311279296875,585.4940795898438,256.4016418457031,772.61181640625,0.3316968083381653,187.11773681640625,0.6926374435424805,215.9645233154297,576.5203857421875,283.82061767578125,798.7516479492188,773,1030
C_004,07_18,C-004_2021-07-18.JPG,field_date_image,0,185.5214080810547,493.5869140625,198.3486328125,779.2662353515625,0.2565959095954895,285.6793212890625,0.8604524731636047,132.4641876220703,484.0066223144531,227.20242309570312,788.93701171875,773,1030
C_004,07_18,C-004_2021-07-18.JPG,field_date_image,1,341.0505676269531,495.4632568359375,350.0556335449219,780.4853515625,0.45285335183143616,285.0220947265625,0.8579307198524475,297.7254333496094,482.62261962890625,382.2125549316406,796.8192138671875,773,1030
C_004,07_18,C-004_2021-07-18.JPG,field_date_image,2,573.1429443359375,554.3916015625,580.2520751953125,789.82568359375,0.7506495118141174,235.43408203125,0.8339312672615051,515.2606811523438,544.2006225585938,655.079345703125,799.7611083984375,773,1030
C_004,07_18,C-004_2021-07-18.JPG,field_date_image,3,263.5198059082031,498.92352294921875,275.0283508300781,779.7515869140625,0.35579347610473633,280.82806396484375,0.8069769144058228,217.0742645263672,487.7252502441406,303.5113525390625,795.357177734375,773,1030
C_004,07_18,C-004_2021-07-18.JPG,field_date_image,4,419.1417541503906,497.5635070800781,432.57025146484375,784.2847900390625,0.5595992803573608,286.7212829589844,0.7951219081878662,377.8891296386719,486.58172607421875,473.84857177734375,797.6834716796875,773,1030
C_004,07_18,C-004_2021-07-18.JPG,field_date_image,5,488.40533447265625,729.2322387695312,492.0101623535156,796.4251098632812,0.6364943981170654,67.19287109375,0.6599639654159546,459.50128173828125,720.0399780273438,501.3735046386719,799.36328125,773,1030
C_004,07_30,C-004_2021-07-30.JPG,field_date_image,0,339.8614196777344,467.642578125,350.23138427734375,759.0123901367188,0.4530807137489319,291.36981201171875,0.8853482007980347,295.2413024902344,454.046630859375,387.7401428222656,782.3567504882812,773,1030
C_004,07_30,C-004_2021-07-30.JPG,field_date_image,1,478.2784118652344,695.1182250976562,498.6429138183594,793.4595336914062,0.6450749039649963,98.34130859375,0.8647994995117188,448.3964538574219,692.5550537109375,521.3201293945312,793.6737670898438,773,1030
C_004,07_30,C-004_2021-07-30.JPG,field_date_image,2,177.35032653808594,446.1670837402344,190.052490234375,754.810546875,0.24586351215839386,308.6434631347656,0.854105532169342,121.98992156982422,433.8150329589844,231.30484008789062,777.8143310546875,773,1030
C_004,07_30,C-004_2021-07-30.JPG,field_date_image,3,261.6812744140625,426.011962890625,272.2950744628906,762.2166748046875,0.35225754976272583,336.2047119140625,0.7914940714836121,224.64756774902344,427.0190124511719,297.77349853515625,782.3757934570312,773,1030
C_004,07_30,C-004_2021-07-30.JPG,field_date_image,4,415.7245178222656,448.2611999511719,420.63818359375,760.2027587890625,0.5441632270812988,311.9415588378906,0.7638685703277588,387.3402099609375,440.6180114746094,455.5792541503906,782.156494140625,773,1030
C_004,07_30,C-004_2021-07-30.JPG,field_date_image,5,571.4760131835938,577.1561889648438,580.0094604492188,787.6773681640625,0.7503356337547302,210.52117919921875,0.7580956220626831,502.969970703125,566.8041381835938,658.3058471679688,796.9277954101562,773,1030
C_004,08_06,C-004_2021-08-06.JPG,field_date_image,0,182.93177795410156,436.7500305175781,190.7142333984375,750.6731567382812,0.2467195838689804,313.9231262207031,0.8892480134963989,136.7129669189453,427.224609375,228.5597381591797,765.05224609375,773,1030
C_004,08_06,C-004_2021-08-06.JPG,field_date_image,1,476.94818115234375,686.7982177734375,492.9081115722656,783.2073974609375,0.637656033039093,96.4091796875,0.8123828768730164,444.9712829589844,677.8406372070312,518.2471923828125,791.4510498046875,773,1030
C_004,08_06,C-004_2021-08-06.JPG,field_date_image,2,336.4834899902344,462.4318542480469,349.56982421875,756.04931640625,0.45222488045692444,293.6174621582031,0.7970163226127625,288.05621337890625,451.7903747558594,382.5460510253906,769.0882568359375,773,1030
C_004,08_06,C-004_2021-08-06.JPG,field_date_image,3,256.6605529785156,444.3190002441406,271.0057678222656,758.4537353515625,0.3505896031856537,314.1347351074219,0.713439404964447,224.66371154785156,432.0527648925781,294.602783203125,773.2793579101562,773,1030
C_004,08_06,C-004_2021-08-06.JPG,field_date_image,4,416.9489440917969,429.364013671875,421.4029541015625,763.8385620117188,0.5451526045799255,334.47454833984375,0.6864068508148193,379.7214660644531,433.4791564941406,467.08441162109375,778.7482299804688,773,1030
C_004,08_06,C-004_2021-08-06.JPG,field_date_image,5,562.8953247070312,581.6637573242188,577.6406860351562,781.5779418945312,0.7472712397575378,199.9141845703125,0.4279683828353882,502.1622009277344,555.6445922851562,657.9397583007812,793.968505859375,773,1030
C_005,07_11,C-005_2021-07-11.JPG,field_date_image,0,208.52821350097656,492.3543701171875,224.15814208984375,767.6185302734375,0.28998467326164246,275.26416015625,0.9095373153686523,110.42414093017578,482.1802062988281,249.42295837402344,776.4771728515625,773,1030
C_005,07_11,C-005_2021-07-11.JPG,field_date_image,1,288.38067626953125,527.7542724609375,307.4971618652344,764.2504272460938,0.3977971076965332,236.49615478515625,0.8298298716545105,233.45335388183594,524.8659057617188,331.8518371582031,772.6098022460938,773,1030
C_005,07_11,C-005_2021-07-11.JPG,field_date_image,2,519.37060546875,619.1058349609375,537.8489990234375,782.4505615234375,0.6957942843437195,163.3447265625,0.7016867399215698,464.3763732910156,616.8207397460938,579.0883178710938,790.9000244140625,773,1030
C_005,07_11,C-005_2021-07-11.JPG,field_date_image,3,618.822021484375,510.9757385253906,629.5001831054688,780.4392700195312,0.8143599033355713,269.4635314941406,0.6645585298538208,577.3505249023438,496.44390869140625,674.0250854492188,799.3831176757812,773,1030
C_005,07_11,C-005_2021-07-11.JPG,field_date_image,4,347.79248046875,539.7853393554688,366.7646179199219,757.4878540039062,0.4744690954685211,217.7025146484375,0.3957650363445282,325.6096496582031,506.08660888671875,384.94805908203125,778.3405151367188,773,1030
C_005,07_18,C-005_2021-07-18.JPG,field_date_image,0,613.9183959960938,500.4273376464844,621.9713134765625,774.27978515625,0.804620087146759,273.8524475097656,0.8986108899116516,524.96337890625,465.5429992675781,679.010986328125,792.29541015625,773,1030
C_005,07_18,C-005_2021-07-18.JPG,field_date_image,1,467.8591003417969,600.0716552734375,484.77880859375,771.7628784179688,0.6271394491195679,171.69122314453125,0.8794397115707397,421.91009521484375,590.5560302734375,547.1470336914062,783.3142700195312,773,1030
C_005,07_18,C-005_2021-07-18.JPG,field_date_image,2,208.5860595703125,456.6486511230469,221.90785217285156,766.0259399414062,0.28707355260849,309.3772888183594,0.8687819242477417,113.1158218383789,446.4604797363281,271.19329833984375,781.2520141601562,773,1030
C_005,07_18,C-005_2021-07-18.JPG,field_date_image,3,304.6753234863281,476.99334716796875,306.2271728515625,768.9880981445312,0.39615416526794434,291.9947509765625,0.7817200422286987,259.1705322265625,459.6914978027344,345.6317443847656,774.0518188476562,773,1030
C_005,07_18,C-005_2021-07-18.JPG,field_date_image,4,370.3521728515625,499.3462829589844,367.48907470703125,762.2264404296875,0.47540631890296936,262.8801574707031,0.708107590675354,349.3257141113281,485.10430908203125,398.9665222167969,770.4041748046875,773,1030
C_005,07_30,C-005_2021-07-30.JPG,field_date_image,0,609.5416870117188,547.2040405273438,616.092041015625,785.7293090820312,0.7970142960548401,238.5252685546875,0.9312795996665955,514.472900390625,503.4078369140625,666.4924926757812,801.2356567382812,773,1030
C_005,07_30,C-005_2021-07-30.JPG,field_date_image,1,205.37513732910156,435.20941162109375,217.090576171875,758.521728515625,0.2808416187763214,323.31231689453125,0.8286750316619873,97.825439453125,425.5871887207031,273.1072998046875,771.4593505859375,773,1030
C_005,07_30,C-005_2021-07-30.JPG,field_date_image,2,299.52569580078125,468.2478942871094,303.08184814453125,760.9583129882812,0.3920851945877075,292.7104187011719,0.8099932074546814,255.6593475341797,456.2394714355469,345.06951904296875,769.930908203125,773,1030
C_005,07_30,C-005_2021-07-30.JPG,field_date_image,3,373.4097595214844,490.22796630859375,379.6411437988281,750.580078125,0.4911269545555115,260.35211181640625,0.7871300578117371,346.49951171875,484.03173828125,406.46826171875,769.55419921875,773,1030
C_005,08_06,C-005_2021-08-06.JPG,field_date_image,0,615.0942993164062,503.2711181640625,627.0923461914062,765.5230712890625,0.8112449645996094,262.251953125,0.9303054809570312,509.9259948730469,459.445068359375,678.0279541015625,784.1646118164062,773,1030
C_005,08_06,C-005_2021-08-06.JPG,field_date_image,1,206.80323791503906,468.2005310058594,220.1242218017578,748.8342895507812,0.28476613759994507,280.6337585449219,0.8581789135932922,114.43541717529297,452.2747497558594,272.7477722167969,767.5897216796875,773,1030
C_005,08_06,C-005_2021-08-06.JPG,field_date_image,2,303.2912902832031,462.7586975097656,313.0048828125,758.1166381835938,0.404922217130661,295.3579406738281,0.7602334022521973,264.11126708984375,455.7720031738281,346.7425537109375,765.6724243164062,773,1030
C_005,08_06,C-005_2021-08-06.JPG,field_date_image,3,376.1179504394531,477.6763610839844,372.96246337890625,750.3069458007812,0.4824870228767395,272.6305847167969,0.7461159825325012,347.66357421875,468.63507080078125,403.532958984375,765.4935302734375,773,1030
C_009,07_11,C-009_2021-07-11.JPG,field_date_image,0,286.74029541015625,743.0792236328125,305.6772766113281,901.24267578125,0.39544278383255005,158.1634521484375,0.8883169293403625,241.0162353515625,739.0411987304688,336.0182800292969,911.2989501953125,773,1030
C_009,07_11,C-009_2021-07-11.JPG,field_date_image,1,371.2129211425781,715.81396484375,378.62701416015625,903.8562622070312,0.48981502652168274,188.04229736328125,0.8579748272895813,331.53912353515625,711.4712524414062,411.0141296386719,918.6292724609375,773,1030
C_009,07_11,C-009_2021-07-11.JPG,field_date_image,2,96.5241928100586,732.7594604492188,122.68038940429688,891.7586059570312,0.15870684385299683,158.9991455078125,0.8222576379776001,23.724084854125977,729.1482543945312,168.8483428955078,907.3552856445312,773,1030
C_009,07_11,C-009_2021-07-11.JPG,field_date_image,3,201.01979064941406,731.0260620117188,217.67881774902344,895.47802734375,0.2816026210784912,164.45196533203125,0.8148865699768066,172.1254119873047,725.0836791992188,239.37059020996094,910.4801635742188,773,1030
C_009,07_11,C-009_2021-07-11.JPG,field_date_image,4,431.12255859375,700.400146484375,442.1199645996094,867.7977294921875,0.5719533562660217,167.3975830078125,0.7930458784103394,405.6279296875,697.99951171875,475.0303649902344,879.7761840820312,773,1030
C_009,07_18,C-009_2021-07-18.JPG,field_date_image,0,198.8508758544922,651.0697021484375,212.2203826904297,866.8446044921875,0.2745412588119507,215.77490234375,0.9100077748298645,150.49066162109375,648.8700561523438,247.05331420898438,883.2056884765625,773,1030
C_009,07_18,C-009_2021-07-18.JPG,field_date_image,1,111.98225402832031,606.4611206054688,120.26158905029297,866.9826049804688,0.15557773411273956,260.521484375,0.8211464285850525,50.75802993774414,602.039794921875,157.7266387939453,878.5386962890625,773,1030
C_009,07_18,C-009_2021-07-18.JPG,field_date_image,2,428.32281494140625,605.7435913085938,439.8470153808594,841.6695556640625,0.5690129399299622,235.92596435546875,0.798041582107544,401.2878112792969,599.41015625,481.7620849609375,860.6717529296875,773,1030
C_009,07_18,C-009_2021-07-18.JPG,field_date_image,3,287.53521728515625,666.2628784179688,293.74224853515625,863.3076782226562,0.3800029158592224,197.0447998046875,0.7659343481063843,249.83956909179688,658.0159301757812,328.7100830078125,877.8477783203125,773,1030
C_009,07_18,C-009_2021-07-18.JPG,field_date_image,4,364.0761413574219,649.013916015625,368.3205261230469,857.5405883789062,0.47648191452026367,208.52667236328125,0.6972156763076782,332.5038146972656,647.7089233398438,397.34442138671875,874.44287109375,773,1030
C_009,07_30,C-009_2021-07-30.JPG,field_date_image,0,89.00021362304688,476.3663330078125,105.46129608154297,821.05615234375,0.13643117249011993,344.6898193359375,0.8683918714523315,22.706466674804688,461.8026123046875,159.2165985107422,853.6541137695312,773,1030
C_009,07_30,C-009_2021-07-30.JPG,field_date_image,1,277.13818359375,531.707763671875,283.5141296386719,833.172119140625,0.3667711913585663,301.46435546875,0.8501397967338562,240.81808471679688,545.8823852539062,317.8009338378906,850.5660400390625,773,1030
C_009,07_30,C-009_2021-07-30.JPG,field_date_image,2,438.1305847167969,470.8161926269531,428.3462219238281,817.3222045898438,0.5541348457336426,346.5060119628906,0.8365799188613892,385.2359619140625,473.16192626953125,531.205810546875,828.7589111328125,773,1030
C_009,07_30,C-009_2021-07-30.JPG,field_date_image,3,186.81764221191406,497.3588562011719,195.95510864257812,831.3526000976562,0.25349950790405273,333.9937438964844,0.8118858933448792,142.87232971191406,477.7591247558594,247.1744384765625,859.87744140625,773,1030
C_009,07_30,C-009_2021-07-30.JPG,field_date_image,4,354.4019775390625,518.6422119140625,367.7279357910156,818.2161254882812,0.475715309381485,299.57391357421875,0.7621008157730103,327.4281921386719,523.3640747070312,391.27886962890625,835.622802734375,773,1030
C_009,07_30,C-009_2021-07-30.JPG,field_date_image,5,11.048604965209961,476.4892578125,19.83358383178711,705.8031616210938,0.025657935068011284,229.31390380859375,0.0637708306312561,2.7046895027160645,446.3133544921875,34.662010192871094,767.8501586914062,773,1030
C_009,08_06,C-009_2021-08-06.JPG,field_date_image,0,93.60453033447266,477.5906677246094,107.9786605834961,796.3343505859375,0.13968779146671295,318.7436828613281,0.8978987336158752,29.231361389160156,456.613525390625,159.74269104003906,823.9287109375,773,1030
C_009,08_06,C-009_2021-08-06.JPG,field_date_image,1,285.5772705078125,513.0047607421875,291.6564636230469,825.31787109375,0.3773046135902405,312.3131103515625,0.8922366499900818,243.95831298828125,505.4416198730469,326.275146484375,839.7568969726562,773,1030
C_009,08_06,C-009_2021-08-06.JPG,field_date_image,2,360.7073669433594,519.2461547851562,368.508056640625,809.9884033203125,0.4767245352268219,290.74224853515625,0.7885392308235168,331.6517028808594,515.1832275390625,393.71783447265625,826.3720703125,773,1030
C_009,08_06,C-009_2021-08-06.JPG,field_date_image,3,193.77581787109375,492.5992736816406,201.31439208984375,822.7512817382812,0.2604326009750366,330.1520080566406,0.7841706871986389,141.3032989501953,477.7627868652344,251.481201171875,846.8487548828125,773,1030
C_009,08_06,C-009_2021-08-06.JPG,field_date_image,4,426.91796875,490.478271484375,426.13104248046875,801.6157836914062,0.5512691140174866,311.13751220703125,0.4648682475090027,399.1278076171875,483.059326171875,458.1360168457031,820.2239379882812,773,1030
C_010,07_02,C-010_2021-07-02.JPG,field_date_image,0,188.38282775878906,670.1353759765625,207.68577575683594,831.5216674804688,0.2686749994754791,161.38629150390625,0.8718665242195129,134.87672424316406,664.3017578125,241.99729919433594,838.2824096679688,773,1030
C_010,07_02,C-010_2021-07-02.JPG,field_date_image,1,349.2980041503906,653.7173461914062,362.2721862792969,820.0521240234375,0.4686574339866638,166.33477783203125,0.8244194388389587,319.7192077636719,644.6777954101562,387.5130920410156,839.2603149414062,773,1030
C_010,07_02,C-010_2021-07-02.JPG,field_date_image,2,275.74371337890625,644.437744140625,285.21759033203125,824.2861328125,0.368974894285202,179.848388671875,0.8173490166664124,247.07981872558594,636.28955078125,314.7370910644531,837.7980346679688,773,1030
C_010,07_02,C-010_2021-07-02.JPG,field_date_image,3,521.510986328125,680.4827880859375,532.724853515625,834.4254150390625,0.6891654133796692,153.942626953125,0.814204752445221,485.8000183105469,673.9901123046875,566.1614990234375,844.2950439453125,773,1030
C_010,07_02,C-010_2021-07-02.JPG,field_date_image,4,603.3956909179688,681.987548828125,612.5512084960938,831.7235107421875,0.7924336194992065,149.7359619140625,0.8020982146263123,578.4629516601562,669.2485961914062,639.456298828125,841.7511596679688,773,1030
C_010,07_02,C-010_2021-07-02.JPG,field_date_image,5,428.1192932128906,647.4298706054688,437.3562927246094,824.454833984375,0.5657908320426941,177.02496337890625,0.8004526495933533,385.0874328613281,646.6019287109375,473.3946838378906,837.7409057617188,773,1030
C_010,07_11,C-010_2021-07-11.JPG,field_date_image,0,509.8367919921875,623.6691284179688,519.4591064453125,801.4915161132812,0.6720040440559387,177.8223876953125,0.8717142343521118,454.0856018066406,610.0236206054688,577.3024291992188,815.6476440429688,773,1030
C_010,07_11,C-010_2021-07-11.JPG,field_date_image,1,600.8699951171875,666.0703735351562,615.5706176757812,823.60986328125,0.796339750289917,157.53948974609375,0.5568568706512451,558.0360107421875,657.2393798828125,698.1221923828125,834.0173950195312,773,1030
C_010,07_11,C-010_2021-07-11.JPG,field_date_image,2,246.53224182128906,676.976318359375,264.55615234375,857.934326171875,0.34224599599838257,180.9580078125,0.2778492271900177,205.9132080078125,637.9375,302.28997802734375,878.65673828125,773,1030
C_010,07_11,C-010_2021-07-11.JPG,field_date_image,3,384.4650573730469,724.9200439453125,411.2254943847656,881.4435424804688,0.5319864153862,156.52349853515625,0.1488630324602127,336.1046447753906,717.8521728515625,488.13665771484375,910.4780883789062,773,1030
C_010,07_11,C-010_2021-07-11.JPG,field_date_image,4,316.9847412109375,735.848388671875,324.6786193847656,863.8788452148438,0.4200240969657898,128.03045654296875,0.07165420055389404,292.7658996582031,719.43212890625,361.41375732421875,874.2871704101562,773,1030
C_010,07_11,C-010_2021-07-11.JPG,field_date_image,5,203.69944763183594,686.89453125,193.55587768554688,837.7569580078125,0.2503957152366638,150.8624267578125,0.06098662689328194,166.0033721923828,686.303955078125,209.92953491210938,858.4785766601562,773,1030
C_010,07_18,C-010_2021-07-18.JPG,field_date_image,0,473.0148620605469,541.6097412109375,482.08245849609375,810.5388793945312,0.6236513257026672,268.92913818359375,0.8656034469604492,422.907470703125,530.03076171875,529.9080810546875,825.0745239257812,773,1030
C_010,07_18,C-010_2021-07-18.JPG,field_date_image,1,259.82867431640625,586.4832153320312,271.47705078125,840.4346923828125,0.35119929909706116,253.95147705078125,0.8040153384208679,221.44805908203125,575.1074829101562,304.6802978515625,861.41015625,773,1030
C_010,07_18,C-010_2021-07-18.JPG,field_date_image,2,177.45823669433594,582.9736328125,185.3765869140625,834.4163818359375,0.23981447517871857,251.4427490234375,0.7853206396102905,133.509521484375,571.0748291015625,218.88357543945312,849.4486694335938,773,1030
C_010,07_18,C-010_2021-07-18.JPG,field_date_image,3,556.3421630859375,575.55029296875,562.45654296875,818.5945434570312,0.7276281118392944,243.04425048828125,0.7597561478614807,528.5677490234375,565.3826293945312,586.7811889648438,833.7662963867188,773,1030
C_010,07_18,C-010_2021-07-18.JPG,field_date_image,4,357.405029296875,554.8505859375,358.5992126464844,863.1835327148438,0.46390584111213684,308.33294677734375,0.7456995248794556,314.9843444824219,546.8279418945312,404.09588623046875,881.1400146484375,773,1030
C_010,07_18,C-010_2021-07-18.JPG,field_date_image,5,613.9396362304688,550.3857421875,622.7879638671875,807.0562133789062,0.8056765198707581,256.67047119140625,0.6376222372055054,590.5446166992188,554.6363525390625,649.0047607421875,825.8004760742188,773,1030
