image,camera,date,plant_slot_right_to_left,plant_present,image_usable,growth_stage,highest_visible_x_px,highest_visible_y_px,top_visible_collar_x_px,top_visible_collar_y_px,flag_leaf_tip_x_px,flag_leaf_tip_y_px,ground_contact_x_px,ground_contact_y_px,top_occlusion,base_occlusion,confidence,notes
C-009_2021-07-18.JPG,C-009,2021-07-18,5,,,,,,,,,,,,,,,
C-009_2021-07-18.JPG,C-009,2021-07-18,6,,,,,,,,,,,,,,,
C-009_2021-07-30.JPG,C-009,2021-07-30,1,,,,,,,,,,,,,,,
C-009_2021-07-30.JPG,C-009,2021-07-30,2,,,,,,,,,,,,,,,
C-009_2021-07-30.JPG,C-009,2021-07-30,3,,,,,,,,,,,,,,,
C-009_2021-07-30.JPG,C-009,2021-07-30,4,,,,,,,,,,,,,,,
C-009_2021-07-30.JPG,C-009,2021-07-30,5,,,,,,,,,,,,,,,
C-009_2021-07-30.JPG,C-009,2021-07-30,6,,,,,,,,,,,,,,,
C-009_2021-08-06.JPG,C-009,2021-08-06,1,,,,,,,,,,,,,,,
C-009_2021-08-06.JPG,C-009,2021-08-06,2,,,,,,,,,,,,,,,
C-009_2021-08-06.JPG,C-009,2021-08-06,3,,,,,,,,,,,,,,,
C-009_2021-08-06.JPG,C-009,2021-08-06,4,,,,,,,,,,,,,,,
C-009_2021-08-06.JPG,C-009,2021-08-06,5,,,,,,,,,,,,,,,
C-009_2021-08-06.JPG,C-009,2021-08-06,6,,,,,,,,,,,,,,,
C-010_2021-07-02.JPG,C-010,2021-07-02,1,,,,,,,,,,,,,,,
C-010_2021-07-02.JPG,C-010,2021-07-02,2,,,,,,,,,,,,,,,
C-010_2021-07-02.JPG,C-010,2021-07-02,3,,,,,,,,,,,,,,,
C-010_2021-07-02.JPG,C-010,2021-07-02,4,,,,,,,,,,,,,,,
C-010_2021-07-02.JPG,C-010,2021-07-02,5,,,,,,,,,,,,,,,
C-010_2021-07-02.JPG,C-010,2021-07-02,6,,,,,,,,,,,,,,,
C-010_2021-07-11.JPG,C-010,2021-07-11,1,,,,,,,,,,,,,,,
C-010_2021-07-11.JPG,C-010,2021-07-11,2,,,,,,,,,,,,,,,
C-010_2021-07-11.JPG,C-010,2021-07-11,3,,,,,,,,,,,,,,,
C-010_2021-07-11.JPG,C-010,2021-07-11,4,,,,,,,,,,,,,,,
C-010_2021-07-11.JPG,C-010,2021-07-11,5,,,,,,,,,,,,,,,
C-010_2021-07-11.JPG,C-010,2021-07-11,6,,,,,,,,,,,,,,,
C-010_2021-07-18.JPG,C-010,2021-07-18,1,,,,,,,,,,,,,,,
C-010_2021-07-18.JPG,C-010,2021-07-18,2,,,,,,,,,,,,,,,
C-010_2021-07-18.JPG,C-010,2021-07-18,3,,,,,,,,,,,,,,,
C-010_2021-07-18.JPG,C-010,2021-07-18,4,,,,,,,,,,,,,,,
C-010_2021-07-18.JPG,C-010,2021-07-18,5,,,,,,,,,,,,,,,
C-010_2021-07-18.JPG,C-010,2021-07-18,6,,,,,,,,,,,,,,,
C-010_2021-07-30.JPG,C-010,2021-07-30,1,,,,,,,,,,,,,,,
C-010_2021-07-30.JPG,C-010,2021-07-30,2,,,,,,,,,,,,,,,
C-010_2021-07-30.JPG,C-010,2021-07-30,3,,,,,,,,,,,,,,,
C-010_2021-07-30.JPG,C-010,2021-07-30,4,,,,,,,,,,,,,,,
C-010_2021-07-30.JPG,C-010,2021-07-30,5,,,,,,,,,,,,,,,
C-010_2021-07-30.JPG,C-010,2021-07-30,6,,,,,,,,,,,,,,,
C-011_2021-07-11.JPG,C-011,2021-07-11,1,,,,,,,,,,,,,,,
C-011_2021-07-11.JPG,C-011,2021-07-11,2,,,,,,,,,,,,,,,
C-011_2021-07-11.JPG,C-011,2021-07-11,3,,,,,,,,,,,,,,,
C-011_2021-07-11.JPG,C-011,2021-07-11,4,,,,,,,,,,,,,,,
C-011_2021-07-11.JPG,C-011,2021-07-11,5,,,,,,,,,,,,,,,
C-011_2021-07-11.JPG,C-011,2021-07-11,6,,,,,,,,,,,,,,,
C-011_2021-07-18.JPG,C-011,2021-07-18,1,,,,,,,,,,,,,,,
C-011_2021-07-18.JPG,C-011,2021-07-18,2,,,,,,,,,,,,,,,
C-011_2021-07-18.JPG,C-011,2021-07-18,3,,,,,,,,,,,,,,,
C-011_2021-07-18.JPG,C-011,2021-07-18,4,,,,,,,,,,,,,,,
C-011_2021-07-18.JPG,C-011,2021-07-18,5,,,,,,,,,,,,,,,
C-011_2021-07-18.JPG,C-011,2021-07-18,6,,,,,,,,,,,,,,,
C-011_2021-07-30.JPG,C-011,2021-07-30,1,,,,,,,,,,,,,,,
C-011_2021-07-30.JPG,C-011,2021-07-30,2,,,,,,,,,,,,,,,
C-011_2021-07-30.JPG,C-011,2021-07-30,3,,,,,,,,,,,,,,,
C-011_2021-07-30.JPG,C-011,2021-07-30,4,,,,,,,,,,,,,,,
C-011_2021-07-30.JPG,C-011,2021-07-30,5,,,,,,,,,,,,,,,
C-011_2021-07-30.JPG,C-011,2021-07-30,6,,,,,,,,,,,,,,,
C-021_2021-07-02.JPG,C-021,2021-07-02,1,,,,,,,,,,,,,,,
C-021_2021-07-02.JPG,C-021,2021-07-02,2,,,,,,,,,,,,,,,
C-021_2021-07-02.JPG,C-021,2021-07-02,3,,,,,,,,,,,,,,,
C-021_2021-07-02.JPG,C-021,2021-07-02,4,,,,,,,,,,,,,,,
C-021_2021-07-02.JPG,C-021,2021-07-02,5,,,,,,,,,,,,,,,
C-021_2021-07-02.JPG,C-021,2021-07-02,6,,,,,,,,,,,,,,,
C-021_2021-07-11.JPG,C-021,2021-07-11,1,,,,,,,,,,,,,,,
C-021_2021-07-11.JPG,C-021,2021-07-11,2,,,,,,,,,,,,,,,
C-021_2021-07-11.JPG,C-021,2021-07-11,3,,,,,,,,,,,,,,,
C-021_2021-07-11.JPG,C-021,2021-07-11,4,,,,,,,,,,,,,,,
C-021_2021-07-11.JPG,C-021,2021-07-11,5,,,,,,,,,,,,,,,
C-021_2021-07-11.JPG,C-021,2021-07-11,6,,,,,,,,,,,,,,,
C-021_2021-07-18.JPG,C-021,2021-07-18,1,,,,,,,,,,,,,,,
C-021_2021-07-18.JPG,C-021,2021-07-18,2,,,,,,,,,,,,,,,
C-021_2021-07-18.JPG,C-021,2021-07-18,3,,,,,,,,,,,,,,,
C-021_2021-07-18.JPG,C-021,2021-07-18,4,,,,,,,,,,,,,,,
C-021_2021-07-18.JPG,C-021,2021-07-18,5,,,,,,,,,,,,,,,
C-021_2021-07-18.JPG,C-021,2021-07-18,6,,,,,,,,,,,,,,,
C-021_2021-07-30.JPG,C-021,2021-07-30,1,,,,,,,,,,,,,,,
C-021_2021-07-30.JPG,C-021,2021-07-30,2,,,,,,,,,,,,,,,
C-021_2021-07-30.JPG,C-021,2021-07-30,3,,,,,,,,,,,,,,,
C-021_2021-07-30.JPG,C-021,2021-07-30,4,,,,,,,,,,,,,,,
C-021_2021-07-30.JPG,C-021,2021-07-30,5,,,,,,,,,,,,,,,
C-021_2021-07-30.JPG,C-021,2021-07-30,6,,,,,,,,,,,,,,,
C-024_2021-07-02.JPG,C-024,2021-07-02,1,,,,,,,,,,,,,,,
C-024_2021-07-02.JPG,C-024,2021-07-02,2,,,,,,,,,,,,,,,
C-024_2021-07-02.JPG,C-024,2021-07-02,3,,,,,,,,,,,,,,,
C-024_2021-07-02.JPG,C-024,2021-07-02,4,,,,,,,,,,,,,,,
C-024_2021-07-02.JPG,C-024,2021-07-02,5,,,,,,,,,,,,,,,
C-024_2021-07-02.JPG,C-024,2021-07-02,6,,,,,,,,,,,,,,,
C-024_2021-07-11.JPG,C-024,2021-07-11,1,,,,,,,,,,,,,,,
C-024_2021-07-11.JPG,C-024,2021-07-11,2,,,,,,,,,,,,,,,
C-024_2021-07-11.JPG,C-024,2021-07-11,3,,,,,,,,,,,,,,,
C-024_2021-07-11.JPG,C-024,2021-07-11,4,,,,,,,,,,,,,,,
C-024_2021-07-11.JPG,C-024,2021-07-11,5,,,,,,,,,,,,,,,
C-024_2021-07-11.JPG,C-024,2021-07-11,6,,,,,,,,,,,,,,,
C-024_2021-07-18.JPG,C-024,2021-07-18,1,,,,,,,,,,,,,,,
C-024_2021-07-18.JPG,C-024,2021-07-18,2,,,,,,,,,,,,,,,
C-024_2021-07-18.JPG,C-024,2021-07-18,3,,,,,,,,,,,,,,,
C-024_2021-07-18.JPG,C-024,2021-07-18,4,,,,,,,,,,,,,,,
C-024_2021-07-18.JPG,C-024,2021-07-18,5,,,,,,,,,,,,,,,
C-024_2021-07-18.JPG,C-024,2021-07-18,6,,,,,,,,,,,,,,,
C-024_2021-07-30.JPG,C-024,2021-07-30,1,,,,,,,,,,,,,,,
C-024_2021-07-30.JPG,C-024,2021-07-30,2,,,,,,,,,,,,,,,
C-024_2021-07-30.JPG,C-024,2021-07-30,3,,,,,,,,,,,,,,,
C-024_2021-07-30.JPG,C-024,2021-07-30,4,,,,,,,,,,,,,,,
C-024_2021-07-30.JPG,C-024,2021-07-30,5,,,,,,,,,,,,,,,
C-024_2021-07-30.JPG,C-024,2021-07-30,6,,,,,,,,,,,,,,,
C-029_2021-07-02.JPG,C-029,2021-07-02,1,,,,,,,,,,,,,,,
C-029_2021-07-02.JPG,C-029,2021-07-02,2,,,,,,,,,,,,,,,
C-029_2021-07-02.JPG,C-029,2021-07-02,3,,,,,,,,,,,,,,,
C-029_2021-07-02.JPG,C-029,2021-07-02,4,,,,,,,,,,,,,,,
C-029_2021-07-02.JPG,C-029,2021-07-02,5,,,,,,,,,,,,,,,
C-029_2021-07-02.JPG,C-029,2021-07-02,6,,,,,,,,,,,,,,,
C-029_2021-07-11.JPG,C-029,2021-07-11,1,,,,,,,,,,,,,,,
C-029_2021-07-11.JPG,C-029,2021-07-11,2,,,,,,,,,,,,,,,
C-029_2021-07-11.JPG,C-029,2021-07-11,3,,,,,,,,,,,,,,,
C-029_2021-07-11.JPG,C-029,2021-07-11,4,,,,,,,,,,,,,,,
C-029_2021-07-11.JPG,C-029,2021-07-11,5,,,,,,,,,,,,,,,
C-029_2021-07-11.JPG,C-029,2021-07-11,6,,,,,,,,,,,,,,,
C-029_2021-07-18.JPG,C-029,2021-07-18,1,,,,,,,,,,,,,,,
C-029_2021-07-18.JPG,C-029,2021-07-18,2,,,,,,,,,,,,,,,
C-029_2021-07-18.JPG,C-029,2021-07-18,3,,,,,,,,,,,,,,,
C-029_2021-07-18.JPG,C-029,2021-07-18,4,,,,,,,,,,,,,,,
C-029_2021-07-18.JPG,C-029,2021-07-18,5,,,,,,,,,,,,,,,
C-029_2021-07-18.JPG,C-029,2021-07-18,6,,,,,,,,,,,,,,,
C-029_2021-07-30.JPG,C-029,2021-07-30,1,,,,,,,,,,,,,,,
C-029_2021-07-30.JPG,C-029,2021-07-30,2,,,,,,,,,,,,,,,
C-029_2021-07-30.JPG,C-029,2021-07-30,3,,,,,,,,,,,,,,,
C-029_2021-07-30.JPG,C-029,2021-07-30,4,,,,,,,,,,,,,,,
C-029_2021-07-30.JPG,C-029,2021-07-30,5,,,,,,,,,,,,,,,
C-029_2021-07-30.JPG,C-029,2021-07-30,6,,,,,,,,,,,,,,,
C-029_2021-08-06.JPG,C-029,2021-08-06,1,,,,,,,,,,,,,,,
C-029_2021-08-06.JPG,C-029,2021-08-06,2,,,,,,,,,,,,,,,
C-029_2021-08-06.JPG,C-029,2021-08-06,3,,,,,,,,,,,,,,,
C-029_2021-08-06.JPG,C-029,2021-08-06,4,,,,,,,,,,,,,,,
C-029_2021-08-06.JPG,C-029,2021-08-06,5,,,,,,,,,,,,,,,
C-029_2021-08-06.JPG,C-029,2021-08-06,6,,,,,,,,,,,,,,,
C-032_2021-07-02.JPG,C-032,2021-07-02,1,,,,,,,,,,,,,,,
C-032_2021-07-02.JPG,C-032,2021-07-02,2,,,,,,,,,,,,,,,
C-032_2021-07-02.JPG,C-032,2021-07-02,3,,,,,,,,,,,,,,,
C-032_2021-07-02.JPG,C-032,2021-07-02,4,,,,,,,,,,,,,,,
C-032_2021-07-02.JPG,C-032,2021-07-02,5,,,,,,,,,,,,,,,
C-032_2021-07-02.JPG,C-032,2021-07-02,6,,,,,,,,,,,,,,,
C-032_2021-07-11.JPG,C-032,2021-07-11,1,,,,,,,,,,,,,,,
C-032_2021-07-11.JPG,C-032,2021-07-11,2,,,,,,,,,,,,,,,
C-032_2021-07-11.JPG,C-032,2021-07-11,3,,,,,,,,,,,,,,,
C-032_2021-07-11.JPG,C-032,2021-07-11,4,,,,,,,,,,,,,,,
C-032_2021-07-11.JPG,C-032,2021-07-11,5,,,,,,,,,,,,,,,
C-032_2021-07-11.JPG,C-032,2021-07-11,6,,,,,,,,,,,,,,,
C-032_2021-07-18.JPG,C-032,2021-07-18,1,,,,,,,,,,,,,,,
C-032_2021-07-18.JPG,C-032,2021-07-18,2,,,,,,,,,,,,,,,
C-032_2021-07-18.JPG,C-032,2021-07-18,3,,,,,,,,,,,,,,,
C-032_2021-07-18.JPG,C-032,2021-07-18,4,,,,,,,,,,,,,,,
C-032_2021-07-18.JPG,C-032,2021-07-18,5,,,,,,,,,,,,,,,
C-032_2021-07-18.JPG,C-032,2021-07-18,6,,,,,,,,,,,,,,,
C-032_2021-07-30.JPG,C-032,2021-07-30,1,,,,,,,,,,,,,,,
C-032_2021-07-30.JPG,C-032,2021-07-30,2,,,,,,,,,,,,,,,
C-032_2021-07-30.JPG,C-032,2021-07-30,3,,,,,,,,,,,,,,,
C-032_2021-07-30.JPG,C-032,2021-07-30,4,,,,,,,,,,,,,,,
C-032_2021-07-30.JPG,C-032,2021-07-30,5,,,,,,,,,,,,,,,
C-032_2021-07-30.JPG,C-032,2021-07-30,6,,,,,,,,,,,,,,,
C-037_2021-07-02.JPG,C-037,2021-07-02,1,,,,,,,,,,,,,,,
C-037_2021-07-02.JPG,C-037,2021-07-02,2,,,,,,,,,,,,,,,
C-037_2021-07-02.JPG,C-037,2021-07-02,3,,,,,,,,,,,,,,,
C-037_2021-07-02.JPG,C-037,2021-07-02,4,,,,,,,,,,,,,,,
C-037_2021-07-02.JPG,C-037,2021-07-02,5,,,,,,,,,,,,,,,
C-037_2021-07-02.JPG,C-037,2021-07-02,6,,,,,,,,,,,,,,,
C-037_2021-07-11.JPG,C-037,2021-07-11,1,,,,,,,,,,,,,,,
C-037_2021-07-11.JPG,C-037,2021-07-11,2,,,,,,,,,,,,,,,
C-037_2021-07-11.JPG,C-037,2021-07-11,3,,,,,,,,,,,,,,,
C-037_2021-07-11.JPG,C-037,2021-07-11,4,,,,,,,,,,,,,,,
C-037_2021-07-11.JPG,C-037,2021-07-11,5,,,,,,,,,,,,,,,
C-037_2021-07-11.JPG,C-037,2021-07-11,6,,,,,,,,,,,,,,,
C-037_2021-07-30.JPG,C-037,2021-07-30,1,,,,,,,,,,,,,,,
C-037_2021-07-30.JPG,C-037,2021-07-30,2,,,,,,,,,,,,,,,
C-037_2021-07-30.JPG,C-037,2021-07-30,3,,,,,,,,,,,,,,,
C-037_2021-07-30.JPG,C-037,2021-07-30,4,,,,,,,,,,,,,,,
C-037_2021-07-30.JPG,C-037,2021-07-30,5,,,,,,,,,,,,,,,
C-037_2021-07-30.JPG,C-037,2021-07-30,6,,,,,,,,,,,,,,,
C-037_2021-08-06.JPG,C-037,2021-08-06,1,,,,,,,,,,,,,,,
C-037_2021-08-06.JPG,C-037,2021-08-06,2,,,,,,,,,,,,,,,
C-037_2021-08-06.JPG,C-037,2021-08-06,3,,,,,,,,,,,,,,,
C-037_2021-08-06.JPG,C-037,2021-08-06,4,,,,,,,,,,,,,,,
C-037_2021-08-06.JPG,C-037,2021-08-06,5,,,,,,,,,,,,,,,
C-037_2021-08-06.JPG,C-037,2021-08-06,6,,,,,,,,,,,,,,,
C-038_2021-07-11.JPG,C-038,2021-07-11,1,,,,,,,,,,,,,,,
C-038_2021-07-11.JPG,C-038,2021-07-11,2,,,,,,,,,,,,,,,
C-038_2021-07-11.JPG,C-038,2021-07-11,3,,,,,,,,,,,,,,,
C-038_2021-07-11.JPG,C-038,2021-07-11,4,,,,,,,,,,,,,,,
C-038_2021-07-11.JPG,C-038,2021-07-11,5,,,,,,,,,,,,,,,
C-038_2021-07-11.JPG,C-038,2021-07-11,6,,,,,,,,,,,,,,,
C-038_2021-07-30.JPG,C-038,2021-07-30,1,,,,,,,,,,,,,,,
C-038_2021-07-30.JPG,C-038,2021-07-30,2,,,,,,,,,,,,,,,
C-038_2021-07-30.JPG,C-038,2021-07-30,3,,,,,,,,,,,,,,,
C-038_2021-07-30.JPG,C-038,2021-07-30,4,,,,,,,,,,,,,,,
C-038_2021-07-30.JPG,C-038,2021-07-30,5,,,,,,,,,,,,,,,
C-038_2021-07-30.JPG,C-038,2021-07-30,6,,,,,,,,,,,,,,,
C-038_2021-08-06.JPG,C-038,2021-08-06,1,,,,,,,,,,,,,,,
C-038_2021-08-06.JPG,C-038,2021-08-06,2,,,,,,,,,,,,,,,
C-038_2021-08-06.JPG,C-038,2021-08-06,3,,,,,,,,,,,,,,,
C-038_2021-08-06.JPG,C-038,2021-08-06,4,,,,,,,,,,,,,,,
C-038_2021-08-06.JPG,C-038,2021-08-06,5,,,,,,,,,,,,,,,
C-038_2021-08-06.JPG,C-038,2021-08-06,6,,,,,,,,,,,,,,,
C-039_2021-07-02.JPG,C-039,2021-07-02,1,,,,,,,,,,,,,,,
C-039_2021-07-02.JPG,C-039,2021-07-02,2,,,,,,,,,,,,,,,
C-039_2021-07-02.JPG,C-039,2021-07-02,3,,,,,,,,,,,,,,,
C-039_2021-07-02.JPG,C-039,2021-07-02,4,,,,,,,,,,,,,,,
C-039_2021-07-02.JPG,C-039,2021-07-02,5,,,,,,,,,,,,,,,
C-039_2021-07-02.JPG,C-039,2021-07-02,6,,,,,,,,,,,,,,,
C-039_2021-07-11.JPG,C-039,2021-07-11,1,,,,,,,,,,,,,,,
C-039_2021-07-11.JPG,C-039,2021-07-11,2,,,,,,,,,,,,,,,
C-039_2021-07-11.JPG,C-039,2021-07-11,3,,,,,,,,,,,,,,,
C-039_2021-07-11.JPG,C-039,2021-07-11,4,,,,,,,,,,,,,,,
C-039_2021-07-11.JPG,C-039,2021-07-11,5,,,,,,,,,,,,,,,
C-039_2021-07-11.JPG,C-039,2021-07-11,6,,,,,,,,,,,,,,,
C-039_2021-07-18.JPG,C-039,2021-07-18,1,,,,,,,,,,,,,,,
C-039_2021-07-18.JPG,C-039,2021-07-18,2,,,,,,,,,,,,,,,
C-039_2021-07-18.JPG,C-039,2021-07-18,3,,,,,,,,,,,,,,,
C-039_2021-07-18.JPG,C-039,2021-07-18,4,,,,,,,,,,,,,,,
C-039_2021-07-18.JPG,C-039,2021-07-18,5,,,,,,,,,,,,,,,
C-039_2021-07-18.JPG,C-039,2021-07-18,6,,,,,,,,,,,,,,,
C-039_2021-07-30.JPG,C-039,2021-07-30,1,,,,,,,,,,,,,,,
C-039_2021-07-30.JPG,C-039,2021-07-30,2,,,,,,,,,,,,,,,
C-039_2021-07-30.JPG,C-039,2021-07-30,3,,,,,,,,,,,,,,,
C-039_2021-07-30.JPG,C-039,2021-07-30,4,,,,,,,,,,,,,,,
